r,u,selection_reason,active_count,complexity_percentile,complexity_band,generated_transitions,expanded_states,query_count,deterministic_hash
1,0x000000f0,all_r1,1,100.0,"[95,100]",10,1,2,82e3d576815465f0d3b203de945d71485be5a5b7b5996362a54c28463e167c8b
1,0x00000100,all_r1,1,100.0,"[95,100]",10,1,2,1a52a2d872f276b4b15b889e24e695d9386b7567e19163c1973651542aaf76dd
1,0x00000200,all_r1,1,100.0,"[95,100]",4,1,4,2132d6c6d05fb64b78baa834d17f30c39c9c0f1daaa5483cd0da49786863daae
1,0x00000300,all_r1,1,100.0,"[95,100]",10,1,2,a15f0a86abc5fcf2b713c153e288dfa4b103611967c8a72904c4a438e3eda2ce
1,0x00000400,all_r1,1,100.0,"[95,100]",4,1,4,3e31b652238d62da3dbd9e10264154ff2d425164d565802d7fcb0a3549652671
1,0x00000500,all_r1,1,100.0,"[95,100]",10,1,2,984cd032dcd4602f80ddc8061c26ca7d0ef4bda99cf51829c2d0dc4e4e6f75a9
1,0x00000600,all_r1,1,100.0,"[95,100]",4,1,4,c4a5eba69eee181996f06603d3c3244ead0a7df42148b036ee56037ed41aeeb2
1,0x00000700,all_r1,1,100.0,"[95,100]",10,1,2,0b426527ef58c9eb612c6771a14175c48e1b8db2c6f98e10e893c6b86d6d693c
1,0x00000800,all_r1,1,100.0,"[95,100]",10,1,2,a9d9d230cd4c9915ebc20c99c9a5579b4057319a92c48dae2c7aac64cbfbe00e
1,0x00000900,all_r1,1,100.0,"[95,100]",10,1,2,dc00bb9e2dda5d3b3f346bb0d7d919c36296b164a864a915c4a7cc7739d6f52f
1,0x00000a00,all_r1,1,100.0,"[95,100]",10,1,2,344f10c5085944acdf44b1eee2d3c951e3cf82d6a54db8d9b52890f5523a553e
1,0x00000b00,all_r1,1,100.0,"[95,100]",10,1,2,433b4f81f4727fa0d9067242b7d886aa9f779a18108d2d821399462cceac7516
1,0x00000c00,all_r1,1,100.0,"[95,100]",10,1,2,83d08c492fccb64a6d0ed555c5f0fe77eb539ec0ec6529e41503faeab7b663f0
1,0x00000d00,all_r1,1,100.0,"[95,100]",10,1,2,d2a756dcb0be9fc2ecb6224217ecddd521a9db9ba768b658b95c95d176c2408e
1,0x00000e00,all_r1,1,100.0,"[95,100]",10,1,2,145bdb6b539a1471d2157124c96604ddf650d09ee5c202dc7b1c3e31ac1b3e60
1,0x00000f00,all_r1,1,100.0,"[95,100]",10,1,2,763dcefdf082b74c6c2a5688772ed5ffff24e474c49e43dc36483a4d855e41c0
1,0x00001000,all_r1,1,100.0,"[95,100]",10,1,2,52306c54aeef8fbc2b6fb3e01c790b778899e8a27b474eaee6bc88d47bd22527
1,0x00002000,all_r1,1,100.0,"[95,100]",4,1,4,cc003c59d848893f327040b907308dabb28e4af69ab9f28be15929d50786e3a5
1,0x00003000,all_r1,1,100.0,"[95,100]",10,1,2,5528368cec3ea48615283dc6f2af4241dcd59f74f0303083414994b7e69767c6
1,0x00004000,all_r1,1,100.0,"[95,100]",4,1,4,3c4d3526e2ab49128e8121cb27f728a3e69620a49d0c94899bc64bd603f22245
1,0x00005000,all_r1,1,100.0,"[95,100]",10,1,2,767a8051a32c9d3194e9cf665bd4d13fd77bfdb029dfdbb8be760061365d1ee4
1,0x00006000,all_r1,1,100.0,"[95,100]",4,1,4,8dcc592fdd1b24afa294d76839ed30700858e5e6ccba15fa5a2bbc98a6cf9d9b
1,0x00007000,all_r1,1,100.0,"[95,100]",10,1,2,7b19f2ba03714c1d466f7650fdaca7bc0411ae2dad189b964bc07814e53d8e5d
1,0x00008000,all_r1,1,100.0,"[95,100]",10,1,2,d21259a922319bf1e3a9aa1553197085076f71a7fc0bbe292e898160ce4b74dc
1,0x00009000,all_r1,1,100.0,"[95,100]",10,1,2,e22762359bb927a12c58dc30652270c8b5f09bfc4b725e0c1d6582d248cdf752
1,0x0000a000,all_r1,1,100.0,"[95,100]",10,1,2,582f01a762aaaf764bf6083a4d22119358adec2c4946dca9fc9ea5ae7bbf6a55
1,0x0000b000,all_r1,1,100.0,"[95,100]",10,1,2,da9977e6e33e1a49fe3aedb71c6a744647192c8a061402adcb5caba9509bc25c
1,0x0000c000,all_r1,1,100.0,"[95,100]",10,1,2,9e9e54d8e46785e5fe7f0e71b18b05d577e79cd8903bfdcb6f991c1f5d5fb351
1,0x0000d000,all_r1,1,100.0,"[95,100]",10,1,2,b74075889e27deb4d985e16f4eb59711e938551ede35d8a570edcfd8cf352a4d
1,0x0000e000,all_r1,1,100.0,"[95,100]",10,1,2,0212e98b592fbd261d77bd9755173cea107dc00f43520664dc5ece8fb56ac9df
1,0x0000f000,all_r1,1,100.0,"[95,100]",10,1,2,7b838c3d185ce35a8b8ebc83b753ee841f0ae6675ceab47b438d60ce458ada68
1,0x00010000,all_r1,1,100.0,"[95,100]",10,1,2,da8a5b164222cc8e4cedfd4bce42b6a7ae5383d8531e6bc84de0488731519594
1,0x00020000,all_r1,1,100.0,"[95,100]",4,1,4,b21054b1b36d457e4649c24c31667a6079e33545c5997c51bb4c59b5258e0d4e
1,0x00030000,all_r1,1,100.0,"[95,100]",10,1,2,7c522c6f8c53c657c105f185462f2aadb67a3304455783e3d916963a17440b84
1,0x00040000,all_r1,1,100.0,"[95,100]",4,1,4,694b863e7e8dc34d2a599b8712606597e19b9e14cddd70b31fd6bbacceab69ee
1,0x00050000,all_r1,1,100.0,"[95,100]",10,1,2,ede8d92893b058195ebe9282ffff8b224641d76e6c2c19905426032d5f6dd492
1,0x00060000,all_r1,1,100.0,"[95,100]",4,1,4,cfb6dde2b13b334e0ff017c0efcd10235ad30a76e1cde30d898bb0e8c1790633
1,0x00070000,all_r1,1,100.0,"[95,100]",10,1,2,24ef2ba779560d751f86597652300c0bb119b16d5b31ca6726acadd2f9cb8ba3
1,0x00080000,all_r1,1,100.0,"[95,100]",10,1,2,b3f760d7b82c9eb77b4ccb5a91ae2dd5d687bd296f6b8b521d80fdf441208454
1,0x00090000,all_r1,1,100.0,"[95,100]",10,1,2,d76a415889e6cf68127cdc5a566ba2c8fd6b3e2b517bc043cb4990fc2516d660
1,0x000a0000,all_r1,1,100.0,"[95,100]",10,1,2,538da9710fbec0f8717b3b6df52811f733f842ff3d4afcb0e9c7aeee2ad9ab2f
1,0x000b0000,all_r1,1,100.0,"[95,100]",10,1,2,b9e5e405764e48ab1cef06de971e298b9d69a01f856d476896757dc865779838
1,0x000c0000,all_r1,1,100.0,"[95,100]",10,1,2,0ea70b23d755e91a9b3e2c8787d8d98bcef04725cf01734b26ee97e1cc235437
1,0x000d0000,all_r1,1,100.0,"[95,100]",10,1,2,4a9cdcbc13992301682422708c5f7b93cdfeef68fac67291eb5cdce0ea0a5ba6
1,0x000e0000,all_r1,1,100.0,"[95,100]",10,1,2,60dd820cf05436a21d43668db7ed84fe78056142f97066a4ba38a73ac289e7f1
1,0x000f0000,all_r1,1,100.0,"[95,100]",10,1,2,afc6bdd8841a647cb5629c270f33fbc7d674df379d4a8bc6e26206bb55c1b038
1,0x00100000,all_r1,1,100.0,"[95,100]",10,1,2,7ba6e3d1d221d9d34ba774723fb6b09d76e9dea6d89a17a25a50ce97d263c69a
1,0x00200000,all_r1,1,100.0,"[95,100]",4,1,4,1ec7203fefcf9da943dc29bbe7e605e9533d4a9e9eaaa009633c8214df9452c6
1,0x00300000,all_r1,1,100.0,"[95,100]",10,1,2,9e84644ee3da64a789825e85281c7020a2fba78b16ccb8d07704e2f9fe3b70f6
1,0x00400000,all_r1,1,100.0,"[95,100]",4,1,4,4e8362ba00fc9052da5d62b6093c9eb656826dae2e5ad60bf99b5a2aa79c17e0
1,0x00500000,all_r1,1,100.0,"[95,100]",10,1,2,cc3a94f11ce4666c34a649eb69018d4e847aaf13bdfbceab8d8662345be836d0
1,0x00600000,all_r1,1,100.0,"[95,100]",4,1,4,7e742bafa4c06c435c030b9c24b80c5f0df4bcb2102ba4dcedf24017096680d7
1,0x00700000,all_r1,1,100.0,"[95,100]",10,1,2,b314cbc51a46a992601a31e1111bbf4a87c4d802fcb649a23172783c6f9668a6
1,0x00800000,all_r1,1,100.0,"[95,100]",10,1,2,6b52a648ef4be36094a177c5f303cab5f992187002c9645b3de1af0ee80b9d51
1,0x00900000,all_r1,1,100.0,"[95,100]",10,1,2,eb1f8b21ab33f63747ec6ecf26949944b80bb9f2c08c17c954df7db1d0ffea32
1,0x00a00000,all_r1,1,100.0,"[95,100]",10,1,2,238e8bbfca55fd830594883cf943220039e16fda5610d72f58fdab696e9ee1c0
1,0x00b00000,all_r1,1,100.0,"[95,100]",10,1,2,b1aa2ecdebf397dd801b439d0f0696277c1a776c8f92fb9353e40ac856a89f7f
1,0x00c00000,all_r1,1,100.0,"[95,100]",10,1,2,c6ba769270a72858567f366ecb8f6646ec9f7c78ec08cd992bc90b0986adaa49
1,0x00d00000,all_r1,1,100.0,"[95,100]",10,1,2,7f9199886b52c4dc0f86cf0601fa44570c9ef08b8b13830084dc241759594ebd
1,0x00e00000,all_r1,1,100.0,"[95,100]",10,1,2,2f3a2cadbd1f0f18dfecad6737a4a57ebd1b4245741cba9331fc79309957f0e2
1,0x00f00000,all_r1,1,100.0,"[95,100]",10,1,2,e3d872f5734a821c57bd8e6e3b76fbc11ad8169ad5daca382651181ddf0830b2
1,0x01000000,all_r1,1,100.0,"[95,100]",10,1,2,b07042010d781ec8547d0c09d7f9118234643102820b6d065a99b6ca84c13946
1,0x02000000,all_r1,1,100.0,"[95,100]",4,1,4,b0bbcdb17f1a2981955d315dcf523b01de8c04ccec4137d6d595c281ec22ebf8
1,0x03000000,all_r1,1,100.0,"[95,100]",10,1,2,e7879f0baa006b2ca725194dc13ef313c35ad4a8d860b6d4ad64f5aeb39c7283
1,0x04000000,all_r1,1,100.0,"[95,100]",4,1,4,be04b0d75c80e7738f0a959379043e6ddd589a3b96cfc3356b6be6280770b4a0
1,0x05000000,all_r1,1,100.0,"[95,100]",10,1,2,55b2100cf1e6c7c3144d0b6ec963b8e67dd01accc167f6df24aa9019ec26b4be
1,0x06000000,all_r1,1,100.0,"[95,100]",4,1,4,13a6a39d91956a69707c7f780909de62b9bf1e0eaeda0dc6149ef45f62d7a046
1,0x07000000,all_r1,1,100.0,"[95,100]",10,1,2,45033d8e0c68ffe5fbb65b8200c5d7f2e9e2fb6b712adcf214dc0414e59f27bb
1,0x08000000,all_r1,1,100.0,"[95,100]",10,1,2,4290cd862e8ff79a460dbee47712cfa973703a350b944d18922646975b8c192b
1,0x09000000,all_r1,1,100.0,"[95,100]",10,1,2,628b1c63b7840db3103aff5ebbf072e8e52e3a3823cba1a94a2b6683f1a5fa0b
1,0x0a000000,all_r1,1,100.0,"[95,100]",10,1,2,112e00c77398d73507c9e7033c47b08a6b6fe805ba16070fd5a7196530eef20b
1,0x0b000000,all_r1,1,100.0,"[95,100]",10,1,2,aaa5d21a53f44c9949aafb047d152f84c5158763d4ec2e9656b2a52d30c3def1
1,0x0c000000,all_r1,1,100.0,"[95,100]",10,1,2,3a2eabbbd3e2a7d4fbefa0dd80191008fc5e3a3874ef742d34faef15b3e4729b
1,0x0d000000,all_r1,1,100.0,"[95,100]",10,1,2,f080359fba134fde3c19b43128e953089812e7978d9ba4447b9a762d44992024
1,0x0e000000,all_r1,1,100.0,"[95,100]",10,1,2,c03373084e0e30221876d1a6415fb57ab059ebec8b3a153ada31b64ba0df81cc
1,0x0f000000,all_r1,1,100.0,"[95,100]",10,1,2,26d34d1e141a4ad3572eea3a0a6cd304cfad19a2fe1fe97cada59f5a297a088e
1,0x10000000,all_r1,1,100.0,"[95,100]",10,1,2,80da49a2c651ee0e3fee7ad86c91a436a1985480e04c49c4279f021d752e23ac
1,0x20000000,all_r1,1,100.0,"[95,100]",4,1,4,96edce198f66b2890667a232d8b8eb9c617ab3175d9ae122a9c9be4fcaf5ee3f
1,0x30000000,all_r1,1,100.0,"[95,100]",10,1,2,f16827adf18d722836a6cc6cd1d647774733d22ff813716253e64939a32df925
1,0x40000000,all_r1,1,100.0,"[95,100]",4,1,4,98b14382c74a21497ff2fd63fdbff28f56a9643d9859ba5a64398bbd34a4f7e0
1,0x50000000,all_r1,1,100.0,"[95,100]",10,1,2,65ce2cdce90a16bfa2242c6d154a97aa43a5369837a99930cf6ac99fe8f74ea9
1,0x60000000,all_r1,1,100.0,"[95,100]",4,1,4,e6c2980a2af5c3ae9590cc640134776f3f9f44de4aa38cb142b0f0ff0fa5c136
1,0x70000000,all_r1,1,100.0,"[95,100]",10,1,2,a79a953e213989fac790bb89a01e44f27673159a54e77c2e20e7fd6e80909d2d
1,0x80000000,all_r1,1,100.0,"[95,100]",10,1,2,bb3c735b063e4c9bc92017f01f657d6b413354c9c7dda52b50f4185aa7937bde
1,0x90000000,all_r1,1,100.0,"[95,100]",10,1,2,477b2d931dcef50c8811d29dafe6db0b2fc6a445d4f7f3ecf4be1822dacb7a10
1,0xa0000000,all_r1,1,100.0,"[95,100]",10,1,2,3c25b56c9e53061b57111687ab7e635b8f1c899e98c498af745306cbb3f59da5
1,0xb0000000,all_r1,1,100.0,"[95,100]",10,1,2,76b9e626f6865eb512da4584121017de8094e6b3b64822d91be2d8e442f02f79
1,0xc0000000,all_r1,1,100.0,"[95,100]",10,1,2,70f71fa907db0b8d80cbbdefd42182918fd7ca901ce7ee3e044ca38c9944b07e
1,0xd0000000,all_r1,1,100.0,"[95,100]",10,1,2,2d55ac6b03b3b0b9d2a5b3d08ae9c0a69d38cba480d510ee68edd43a6e4fc3ad
1,0xe0000000,all_r1,1,100.0,"[95,100]",10,1,2,c4d9a607406edb46e713576c2efbc713bbd085c7187b7934806e3902380e4a69
1,0xf0000000,all_r1,1,100.0,"[95,100]",10,1,2,7203bc99c4ac85e88280c5ceee575a15828cb6decea487e536a662e16285ba66
2,0x00000001,required_anchor,1,1.804577,"[0,25)",842,11,48,35c5621faa31a2a34cdcc14ee010b45abb6cf5268758c76b0a88606bbbdf5843
2,0x00000006,"strata:a1|[0,25)",1,0.836268,"[0,25)",320,5,47,031cde6db876466f8e4f04064db413fa7806f1132a1d2aa0a3670dc58d40571a
2,0x00000030,"strata:a1|[0,25)",1,1.804577,"[0,25)",842,11,43,0170ee31242d6032d5a952ffe7d35778ba16aaf1db8b6c07aca98e7545d6a435
2,0x00001000,required_anchor,1,0.572183,"[0,25)",98,11,10,7a92446ee244c78b73dca3b57198f4cf2ba013c5d1d30862eed495bd89b30f00
2,0x00002000,required_anchor,1,0.132042,"[0,25)",44,5,1,db3b1d6cd3c5653e5a059eda0cc51abf2ee2088e244a829656dd4d0003a48ea4
2,0x00002d00,"strata:a2|[75,95)",2,84.242958,"[75,95)",325160,41,14,040f8d35170924cff3aa8d8a1285c3d9d75bf87d9781d5c86c60900a8f72c221
2,0x00003030,"strata:a2|[0,25)",2,8.956866,"[0,25)",7220,101,47,052de4e4d7293c94751faa7f9fa368d4d074fe4ba4defd24639128083686f0b1
2,0x000030a0,"strata:a2|[0,25)",2,15.823063,"[0,25)",7892,101,46,039e6689fc078ef75bfac012e1f94f5c6bf1bdc146980ee8fee90294a2091b13
2,0x00004000,required_anchor,1,0.088028,"[0,25)",38,5,8,36f230904e2d7b22d01c5adede6cab94880249324da34f8d708b3faec30b1d6c
2,0x00005009,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,37,055fa8fe70201c593ec0641dd7b3bc8c0ab147e9581a10da03015f4aab616b37
2,0x00005090,"strata:a2|[0,25)",2,11.069542,"[0,25)",7340,101,40,04413642cd515f2b48c7fe92cc4ba73f77c71c693bfb53bc2f64b2b20a3c6a18
2,0x00006050,"strata:a2|[0,25)",2,5.127641,"[0,25)",2990,41,60,079da3b8daf9ae5dfa83308c9edfe77dad07305103b0ca4317df9027152883f2
2,0x000060d0,"strata:a2|[0,25)",2,4.423415,"[0,25)",2930,41,45,01526f8fd5f578d17ed88a6baea6e7e66a31f5e05625b3160e86023fdd77ba2f
2,0x00006b00,"strata:a2|[75,95)",2,82.504401,"[75,95)",276392,41,15,01b09ff2619bc8ced7077b6f9b469d34aff428edd78fcc59c2484c2c9b026e85
2,0x00006c00,"strata:a2|[75,95)",2,82.504401,"[75,95)",276392,41,8,03d92517182eb077b77bc0bf4f9e914a908eb5596da34632ec8687c35531b07b
2,0x00007d00,"strata:a2|[75,95)",2,89.502641,"[75,95)",715364,101,14,025761951b9d70175703018f9b98bc8c73b9539ec5f9cc4c52c3eeb360b1ae72
2,0x00009030,"strata:a2|[0,25)",2,11.069542,"[0,25)",7340,101,50,043db264c97733a169dd034147cb1d26da62afe9fcc312b358ca3af0bb5bda97
2,0x0000b008,"strata:a2|[50,75)",2,74.317782,"[50,75)",80708,101,10,05dc548c52735711df4b27682815d4ed597cc5de420547b27c33545f9eba4c63
2,0x0000b0f0,"strata:a2|[0,25)",2,11.509683,"[0,25)",7400,101,49,04a17325d6a841ab3e54a0f53d7dbdeae74218fbc6b5a24009a7e1929f0cedce
2,0x0000d001,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,10,025d4c5ab2da60bdbcf434d22427cf16cc7a3b2461ad3be5237e346668d09e6e
2,0x0000d006,"strata:a2|[25,50)",2,29.203345,"[25,50)",27848,41,16,038a40f7f8b8ff9513cb1eef942957d807561996aa0df888b72342f122c49cbe
2,0x0000f001,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,10,0143337af833c3a572a8ce4d1dea183c7393dc6a6066ce39521ee73dc3c2991f
2,0x0001a000,"strata:a2|[50,75)",2,71.676937,"[50,75)",78308,101,10,0155e0480850dc73f93480262d303829e7fb98dfdb1731d2f1baf6ecdef6fc9d
2,0x00048000,"strata:a2|[25,50)",2,33.164613,"[25,50)",29744,41,16,014e169ca81333f324c28d0a34238c9ea0a7339857732505c362b295bcd3c375
2,0x0004c000,"strata:a2|[25,50)",2,29.203345,"[25,50)",27848,41,32,01434b076ae39113bb058a8ed8bb4127c85517368f176e16e3ec4247a3e06841
2,0x00060020,"strata:a2|[0,25)",2,19.036092,"[0,25)",11216,17,17,032bd9f0f66f6c7ce67b77de1dae38c0156ba9f0b4097e118f085dd8c2501943
2,0x00074000,"strata:a2|[25,50)",2,32.020246,"[25,50)",28328,41,33,0652c316584d81d0275713bef089fe79ecec34bc5ed7d431a38728802422aa49
2,0x0007f000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,6,01b6427aea045e063d7517307ca76392dedd4cf71ee35c3bb93aba94dc42a63c
2,0x0009a000,"strata:a2|[50,75)",2,71.676937,"[50,75)",78308,101,6,05c78d3da1beaf1b8414cb025bc82bc41fb3c464b9575262f53cd07162b9ba3d
2,0x0009b000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,6,04ab0b0e778917825953ab33156b90d559bc5969a793b4a8db8c135305e122a0
2,0x000a0090,"strata:a2|[50,75)",2,51.408451,"[50,75)",69128,101,2,01790edbe90f6a31f9cd3ed7cfac18b45a05b7e300e2277dccd974e5b66265a4
2,0x000b00b0,"strata:a2|[25,50)",2,38.710387,"[25,50)",60260,101,9,0104e3c395c91d3d8bc2584b37c90a47b5b78e8e7ba1be345533f4951ff2d86a
2,0x000b9000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,4,0493b0cc6e661b0dfe7849fd2b6ee29257a5f696d3773b1066e37656c7832c3e
2,0x000d4000,"strata:a2|[25,50)",2,32.020246,"[25,50)",28328,41,43,02033dffc21882f1c8710e166b1933098ddac3f639d375cb7ffb6310b56fd993
2,0x00108000,"strata:a2|[50,75)",2,71.676937,"[50,75)",78308,101,10,04895481041b2bc5bf4de759a4e898376863b3f78329f38c2b32692f09318e2a
2,0x00200000,"strata:a1|[0,25)",1,0.924296,"[0,25)",404,5,33,0587254e33734555c1523ada503740cbb1299096add8edd21f511af5a1548114
2,0x00200900,"strata:a2|[25,50)",2,32.196303,"[25,50)",28520,41,1,019033ae9daf5472353820be8f06d61edabc9a9f3182e5600f38217ceb61a967
2,0x0020e000,"strata:a2|[25,50)",2,37.323944,"[25,50)",35240,41,20,031d18ccc2e7ad8063e738397774462e31023223114ca8021b9b6aeeaa40d87a
2,0x00700004,"strata:a2|[0,25)",2,21.544894,"[0,25)",24620,41,6,068fd1fdedd2a5e11f10860851967ddbe74238b4d7e2768ba33f3cf38c1513ee
2,0x00700006,"strata:a2|[0,25)",2,20.840669,"[0,25)",24320,41,8,0643d804cffb5060be7478d0cbd3c93f7a785517cd5eb9ed990824bf47c727dc
2,0x00700700,"strata:a2|[25,50)",2,45.136444,"[25,50)",66956,101,7,002f459d71d27608f8b88c494b5aa78f132873d439788622b8ce9660a872c78b
2,0x00a00500,"strata:a2|[25,50)",2,46.192782,"[25,50)",67208,101,8,011132a93f9e7b95b68ec2f7aa3cb0b12b42436297b5898aefa1013d6e1268bf
2,0x00b07000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,34,04e8507b5fc6f444902632f77af198a66b3b7fff7de10d3e0cec6fcba82735af
2,0x00c00007,"strata:a2|[25,50)",2,42.319542,"[25,50)",63608,101,10,019f0255a0a1cd82574704f53c0f7b370391317942c360666e85bcdce8273725
2,0x00d00007,"strata:a2|[25,50)",2,40.99912,"[25,50)",62660,101,6,02b90224d07dd06315f875286aec2bb9f1b7636ad9f4252ac64e9c3ebe5ba2d7
2,0x00d00f00,required_anchor,2,50.264085,"[50,75)",68936,101,5,8fe75e3f14ac69e3f035043de6df3532a97b37b96af8c161d2b1c68dee4361e0
2,0x00d05000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,43,04171cc519297bf8533d80ae1390c84bf9d78bd00d32aaca68ca7cbf5313e56d
2,0x00d09000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,22,03fcee22b5481946ded88423bcdc8e638dc321930457647ad7209feaadac9b24
2,0x00e00001,"strata:a2|[25,50)",2,42.319542,"[25,50)",63608,101,8,0173f6db65352fbd297c6fcd649656a6cec3007489e670ac36fd27cb03141bbe
2,0x03000010,"strata:a2|[25,50)",2,46.544894,"[25,50)",67256,101,8,0284e98f7b037180a055e7ce42ae4bd9375a2ec067c3e2ff9b7ae6dcf60dd61b
2,0x030000c0,"strata:a2|[50,75)",2,52.112676,"[50,75)",69146,101,4,025abd054e5d0c718a4ae80cad8193f1f55a86e83329410b18fd6f9a6c5e005c
2,0x04000000,"strata:a1|[0,25)",1,6.095951,"[0,25)",3068,5,16,06487e59f68c7de817701a69b09ef9b12d86b3cbe079f9ee16d254352f0bd876
2,0x05005000,"strata:a2|[25,50)",2,46.368838,"[25,50)",67220,101,8,0321b5691000ed42d8ee113f3af37034ff043a112479ef71abeb3500990b7256
2,0x0600c000,"strata:a2|[0,25)",2,23.393486,"[0,25)",26048,41,21,04aac40115b20fe5f59e6ad0934fede0ce6eb55092624d20ccae68239923c523
2,0x08001000,"strata:a2|[50,75)",2,68.838028,"[50,75)",75908,101,17,05e9700820a9bfe1cd4c11c543eea93b3dd22075b04f0a1d6419849cdf274d46
2,0x09000070,"strata:a2|[25,50)",2,47.953345,"[25,50)",67556,101,13,02c05f92a09fffde593db00ae91f8dca29cdfe3e66bc8a1ef4850ed5cfc854bc
2,0x090000c0,"strata:a2|[50,75)",2,54.577465,"[50,75)",72656,101,14,005aa0e6e8f1a8fa907a8989009f2979b4d6e1980cbb909fb64713cd3a8db3d1
